Gene ID,Genomic Location (Gene),Product Description
PF3D7-1248400,"Pf3D7-12-v3:1,981,906..1,982,763(+)","conserved Plasmodium protein, unknown function"
PF3D7-1249300,"Pf3D7-12-v3:2,012,643..2,015,726(+)","protein phosphatase PPM4, putative"
PF3D7-1250100,"Pf3D7-12-v3:2,045,070..2,054,429(-)",osmiophilic body protein G377
PF3D7-1250500,"Pf3D7-12-v3:2,070,094..2,071,073(+)","AP-3 complex subunit sigma, putative"
PF3D7-1250600,"Pf3D7-12-v3:2,071,602..2,073,641(-)","translation initiation factor eIF-2B subunit beta, putative"
PF3D7-1250800,"Pf3D7-12-v3:2,077,718..2,082,887(+)","DNA repair protein rhp16, putative"
PF3D7-1251600,"Pf3D7-12-v3:2,103,117..2,105,255(+)","conserved Plasmodium protein, unknown function"
PF3D7-1252400,"Pf3D7-12-v3:2,136,053..2,144,874(+)","reticulocyte binding protein homologue 3, pseudogene"
PF3D7-1253000,"Pf3D7-12-v3:2,168,181..2,169,759(+)",gametocyte erythrocyte cytosolic protein
PF3D7-1253400,"Pf3D7-12-v3:2,180,419..2,182,869(+)",acyl-CoA synthetase
PF3D7-1253700,"Pf3D7-12-v3:2,190,483..2,191,770(-)",rifin
PF3D7-1254000,"Pf3D7-12-v3:2,201,495..2,202,686(+)",rifin
PF3D7-1254100,"Pf3D7-12-v3:2,204,724..2,205,714(+)",stevor
PF3D7-1254200,"Pf3D7-12-v3:2,207,830..2,209,115(+)",rifin
PF3D7-1254300,"Pf3D7-12-v3:2,211,543..2,212,554(+)",stevor
PF3D7-1254400,"Pf3D7-12-v3:2,214,671..2,216,019(+)",rifin
PF3D7-1254500,"Pf3D7-12-v3:2,218,452..2,219,533(+)",rifin
PF3D7-1254600,"Pf3D7-12-v3:2,221,835..2,222,848(+)",stevor
PF3D7-1254700,"Pf3D7-12-v3:2,224,997..2,226,201(-)",rifin
PF3D7-1254800,"Pf3D7-12-v3:2,228,632..2,229,740(-)",rifin
PF3D7-1254900,"Pf3D7-12-v3:2,232,691..2,232,903(+)","Plasmodium exported protein, unknown function, fragment"
PF3D7-1255000,"Pf3D7-12-v3:2,234,600..2,235,792(+)",rifin
PF3D7-1255100,"Pf3D7-12-v3:2,238,210..2,239,417(+)",rifin
PF3D7-1255200,"Pf3D7-12-v3:2,241,271..2,248,962(-)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-1300100,"Pf3D7-13-v3:21,364..28,787(+)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-1300200,"Pf3D7-13-v3:30,605..31,881(-)",rifin
PF3D7-1300300,"Pf3D7-13-v3:33,959..44,742(-)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-1300400,"Pf3D7-13-v3:47,583..48,769(+)",rifin
PF3D7-1300500,"Pf3D7-13-v3:50,662..51,857(+)",rifin
PF3D7-1300600,"Pf3D7-13-v3:54,067..55,259(-)",rifin
PF3D7-1300700,"Pf3D7-13-v3:57,109..58,422(-)",rifin
PF3D7-1300900,"Pf3D7-13-v3:62,515..63,547(-)",stevor
PF3D7-1301200,"Pf3D7-13-v3:73,099..74,413(-)",GBPH2 protein
PF3D7-1301400,"Pf3D7-13-v3:82,718..84,018(+)","Plasmodium exported protein (hyp12), unknown function"
PF3D7-1301600,"Pf3D7-13-v3:89,319..93,352(-)",erythrocyte binding antigen-140
PF3D7-1301700,"Pf3D7-13-v3:99,548..100,521(+)",CX3CL1-binding protein 2
PF3D7-1302000,"Pf3D7-13-v3:112,792..113,815(-)",EMP1-trafficking protein
PF3D7-1302100,"Pf3D7-13-v3:121,636..122,289(-)",gamete antigen 27/25
PF3D7-1303100,"Pf3D7-13-v3:159,024..159,915(+)","methyltransferase, putative"
PF3D7-1303200,"Pf3D7-13-v3:160,488..161,660(-)","SNARE protein, putative"
PF3D7-1303200,"Pf3D7-13-v3:160,488..161,660(-)","SNARE protein, putative"
PF3D7-1303600,"Pf3D7-13-v3:178,783..179,353(+)","conserved Plasmodium protein, unknown function"
PF3D7-1303900,"Pf3D7-13-v3:215,291..216,331(+)","conserved protein, unknown function"
PF3D7-1304200,"Pf3D7-13-v3:226,669..228,873(-)","CorA-like Mg2+ transporter protein, putative"
PF3D7-1304200,"Pf3D7-13-v3:226,669..228,873(-)","CorA-like Mg2+ transporter protein, putative"
PF3D7-1304500,"Pf3D7-13-v3:235,800..236,435(-)","small heat shock protein, putative"
PF3D7-1304600,"Pf3D7-13-v3:237,361..241,233(+)","conserved Plasmodium protein, unknown function"
PF3D7-1305500,"Pf3D7-13-v3:271,411..273,726(+)","mitogen-activated protein kinase phosphatase 1, putative"
PF3D7-1305600,"Pf3D7-13-v3:274,073..275,200(-)","site-2 protease S2P, putative"
PF3D7-1305800,"Pf3D7-13-v3:278,294..279,133(+)","conserved Plasmodium protein, unknown function"
PF3D7-1305900,"Pf3D7-13-v3:279,990..281,701(-)","conserved Plasmodium protein, unknown function"
PF3D7-1306000,"Pf3D7-13-v3:283,475..287,500(+)","conserved Plasmodium protein, unknown function"
PF3D7-1306300,"Pf3D7-13-v3:293,442..296,607(+)","SAM dependent methyltransferase, putative"
PF3D7-1306500,"Pf3D7-13-v3:300,988..313,929(+)","MORN repeat protein, putative"
PF3D7-1306700,"Pf3D7-13-v3:318,332..319,735(-)","conserved Plasmodium protein, unknown function"
PF3D7-1308100,"Pf3D7-13-v3:360,169..360,627(+)","CCAAT-binding transcription factor, putative"
PF3D7-1308500,"Pf3D7-13-v3:393,857..394,936(-)","conserved Plasmodium protein, unknown function"
PF3D7-1308800,"Pf3D7-13-v3:403,788..406,703(-)",tyrosine recombinase
PF3D7-1309400,"Pf3D7-13-v3:431,892..435,875(+)","HORMA domain protein, putative"
PF3D7-1310100,"Pf3D7-13-v3:450,398..453,415(+)","conserved Plasmodium protein, unknown function"
PF3D7-1310400,"Pf3D7-13-v3:458,961..462,368(+)","conserved Plasmodium protein, unknown function"
PF3D7-1310500,"Pf3D7-13-v3:463,385..464,002(-)","ER membrane protein complex subunit 7, putative"
PF3D7-1310700,"Pf3D7-13-v3:468,232..468,663(-)","RNA-binding protein, putative"
PF3D7-1310900,"Pf3D7-13-v3:476,223..477,134(+)","mitochondrial ribosomal protein S15 precursor, putative"
PF3D7-1311100,"Pf3D7-13-v3:479,353..480,840(+)","meiosis-specific nuclear structural protein 1, putative"
PF3D7-1311300,"Pf3D7-13-v3:484,205..485,463(+)","ATP synthase subunit gamma, mitochondrial"
PF3D7-1311700,"Pf3D7-13-v3:497,534..498,013(-)","cytochrome c, putative"
PF3D7-1312000,"Pf3D7-13-v3:511,396..512,607(+)",malonyl CoA-acyl carrier protein transacylase
PF3D7-1312100,"Pf3D7-13-v3:513,068..517,326(-)","GYF domain-containing protein, putative"
PF3D7-1312450,"Pf3D7-13-v3:525,028..525,219(-)","apical ring associated protein 1, putative"
PF3D7-1312600,"Pf3D7-13-v3:529,976..531,265(+)","2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial, putative"
PF3D7-1312800,"Pf3D7-13-v3:536,702..544,523(-)","conserved Plasmodium protein, unknown function"
PF3D7-1313900,"Pf3D7-13-v3:600,666..601,868(-)","ankyrin-repeat protein, putative"
PF3D7-1314200,"Pf3D7-13-v3:611,332..618,888(+)",telomerase reverse transcriptase
PF3D7-1314500,"Pf3D7-13-v3:622,691..623,715(-)","transmembrane emp24 domain-containing protein, putative"
PF3D7-1314600,"Pf3D7-13-v3:624,785..626,011(+)",lipoate-protein ligase 1
PF3D7-1314800,"Pf3D7-13-v3:629,766..630,444(-)","ubiquitin-like protein, putative"
PF3D7-1315100,"Pf3D7-13-v3:638,286..639,389(+)",serine/threonine protein kinase PK9
PF3D7-1315800,"Pf3D7-13-v3:660,018..661,262(-)",transcription factor MYB1
PF3D7-1315900,"Pf3D7-13-v3:663,741..667,929(+)","exportin-T, putative"
PF3D7-1316000,"Pf3D7-13-v3:668,360..670,745(-)","protein kinase, putative"
PF3D7-1316100,"Pf3D7-13-v3:673,717..678,522(+)","inositol polyphosphate kinase, putative"
PF3D7-1316200,"Pf3D7-13-v3:680,039..680,855(+)","ADP-ribosylation factor, putative"
PF3D7-1317200,"Pf3D7-13-v3:721,961..729,979(+)","AP2 domain transcription factor AP2-G3, putative"
PF3D7-1317400,"Pf3D7-13-v3:733,245..733,862(+)","zinc finger protein, putative"
PF3D7-1317900,"Pf3D7-13-v3:741,926..744,850(-)","nucleolar complex protein 4, putative"
PF3D7-1318200,"Pf3D7-13-v3:750,316..751,518(+)",glycerol-3-phosphate 1-O-acyltransferase
PF3D7-1318500,"Pf3D7-13-v3:766,140..767,770(+)","conserved Plasmodium protein, unknown function"
PF3D7-1319200,"Pf3D7-13-v3:792,381..794,987(-)","conserved Plasmodium protein, unknown function"
PF3D7-1319300,"Pf3D7-13-v3:795,939..798,353(-)","tRNA (guanine(26)-N(2))-dimethyltransferase, putative"
PF3D7-1319600,"Pf3D7-13-v3:810,187..815,088(+)","ACDC domain-containing protein, putative"
PF3D7-1320000,"Pf3D7-13-v3:829,534..833,310(+)",golgi protein 1
PF3D7-1320200,"Pf3D7-13-v3:836,563..838,446(+)","TBC domain protein, putative"
PF3D7-1320300,"Pf3D7-13-v3:838,848..840,965(-)","conserved protein, unknown function"
PF3D7-1320800,"Pf3D7-13-v3:854,932..856,463(+)",dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
PF3D7-1321000,"Pf3D7-13-v3:859,299..861,347(+)","conserved Plasmodium protein, unknown function"
PF3D7-1321400,"Pf3D7-13-v3:887,271..889,699(+)","palmitoyltransferase DHHC8, putative"
PF3D7-1321800,"Pf3D7-13-v3:908,503..909,639(+)","protein transport protein SFT2, putative"
PF3D7-1321900,"Pf3D7-13-v3:911,667..912,545(-)","conserved protein, unknown function"
PF3D7-1322100,"Pf3D7-13-v3:920,971..929,449(+)",histone-lysine N-methyltransferase SET2
PF3D7-1322500,"Pf3D7-13-v3:953,154..955,789(+)",palmitoyltransferase DHHC5
PF3D7-1322900,"Pf3D7-13-v3:961,213..963,561(+)","conserved protein, unknown function"
PF3D7-1323000,"Pf3D7-13-v3:963,661..964,690(-)",beta-hydroxyacyl-ACP dehydratase
PF3D7-1323500,"Pf3D7-13-v3:975,403..977,175(+)",plasmepsin V
PF3D7-1323700,"Pf3D7-13-v3:982,611..983,801(+)",glideosome associated protein with multiple membrane spans 1
PF3D7-1324100,"Pf3D7-13-v3:997,721..999,262(+)","conserved Plasmodium membrane protein, unknown function"
PF3D7-1324300,"Pf3D7-13-v3:1,002,748..1,019,303(-)","conserved Plasmodium membrane protein, unknown function"
PF3D7-1324800,"Pf3D7-13-v3:1,036,543..1,038,531(-)",dihydrofolate synthase/folylpolyglutamate synthase
PF3D7-1325000,"Pf3D7-13-v3:1,042,855..1,043,088(-)","U6 snRNA-associated Sm-like protein LSm6, putative"
PF3D7-1325200,"Pf3D7-13-v3:1,047,848..1,049,359(-)","lactate dehydrogenase, putative"
PF3D7-1325400,"Pf3D7-13-v3:1,052,751..1,063,310(+)","conserved Plasmodium protein, unknown function"
PF3D7-1326100,"Pf3D7-13-v3:1,087,584..1,089,099(+)","WD repeat-containing protein, putative"
PF3D7-1326700,"Pf3D7-13-v3:1,125,280..1,126,908(+)","conserved Apicomplexan protein, unknown function"
PF3D7-1327100,"Pf3D7-13-v3:1,138,558..1,141,561(-)","conserved protein, unknown function"
PF3D7-1327300,"Pf3D7-13-v3:1,145,719..1,151,106(+)","conserved Plasmodium protein, unknown function"
PF3D7-1327600,"Pf3D7-13-v3:1,159,366..1,159,980(+)",nicotinamide/nicotinic acid mononucleotide adenylyltransferase
PF3D7-1327800,"Pf3D7-13-v3:1,162,620..1,164,302(+)","ribose-phosphate pyrophosphokinase, putative"
PF3D7-1328200,"Pf3D7-13-v3:1,186,619..1,195,201(+)","conserved Plasmodium protein, unknown function"
PF3D7-1328300,"Pf3D7-13-v3:1,196,229..1,197,509(-)","conserved protein, unknown function"
PF3D7-1328800,"Pf3D7-13-v3:1,214,907..1,215,728(+)",transcriptional regulatory protein sir2a
PF3D7-1329200,"Pf3D7-13-v3:1,237,200..1,238,429(-)","conserved Plasmodium protein, unknown function"
PF3D7-1330800,"Pf3D7-13-v3:1,294,615..1,296,966(+)","RNA-binding protein, putative"
PF3D7-1331100,"Pf3D7-13-v3:1,299,906..1,305,294(-)","DNA polymerase theta, putative"
PF3D7-1331200,"Pf3D7-13-v3:1,306,654..1,307,999(+)","conserved Plasmodium protein, unknown function"
PF3D7-1331400,"Pf3D7-13-v3:1,310,771..1,312,216(+)",CPW-WPC family protein
PF3D7-1331500,"Pf3D7-13-v3:1,313,924..1,315,786(+)","conserved Plasmodium protein, unknown function"
PF3D7-1331600,"Pf3D7-13-v3:1,316,496..1,317,806(-)","protein tyrosine phosphatase-like protein, putative"
PF3D7-1332400,"Pf3D7-13-v3:1,337,117..1,339,693(-)","nucleotidyltransferase, putative"
PF3D7-1333300,"Pf3D7-13-v3:1,368,081..1,368,716(-)","transmembrane emp24 domain-containing protein, putative"
PF3D7-1333400,"Pf3D7-13-v3:1,370,083..1,370,799(+)","conserved protein, unknown function"
PF3D7-1334300,"Pf3D7-13-v3:1,400,897..1,402,276(-)",MSP7-like protein
PF3D7-1334400,"Pf3D7-13-v3:1,403,522..1,404,451(-)",MSP7-like protein
PF3D7-1334500,"Pf3D7-13-v3:1,405,731..1,407,512(-)",MSP7-like protein
PF3D7-1334600,"Pf3D7-13-v3:1,409,049..1,409,945(-)",MSP7-like protein
PF3D7-1334700,"Pf3D7-13-v3:1,411,100..1,411,708(-)",MSP7-like protein
PF3D7-1334800,"Pf3D7-13-v3:1,413,102..1,413,947(-)",MSP7-like protein
PF3D7-1335000,"Pf3D7-13-v3:1,416,316..1,417,458(-)",MSP7-like protein
PF3D7-1335100,"Pf3D7-13-v3:1,419,086..1,420,141(-)",merozoite surface protein 7
PF3D7-1335300,"Pf3D7-13-v3:1,428,874..1,438,852(-)",reticulocyte binding protein 2 homologue b
PF3D7-1335400,"Pf3D7-13-v3:1,440,779..1,450,385(+)",reticulocyte binding protein 2 homologue a
PF3D7-1335500,"Pf3D7-13-v3:1,451,489..1,453,443(+)","DNA replication complex GINS protein, putative"
PF3D7-1335800,"Pf3D7-13-v3:1,462,180..1,463,991(+)","conserved Plasmodium protein, unknown function"
PF3D7-1335900,"Pf3D7-13-v3:1,464,895..1,466,619(-)",thrombospondin-related anonymous protein
PF3D7-1337100,"Pf3D7-13-v3:1,495,259..1,497,240(+)",protein kinase 6
PF3D7-1337400,"Pf3D7-13-v3:1,506,965..1,508,977(+)","zinc finger protein, putative"
PF3D7-1337800,"Pf3D7-13-v3:1,528,502..1,530,208(-)",calcium-dependent protein kinase 5
PF3D7-1338400,"Pf3D7-13-v3:1,550,949..1,553,103(-)","SprT-like domain-containing protein, putative"
PF3D7-1338800,"Pf3D7-13-v3:1,564,932..1,567,660(-)",CPW-WPC family protein
PF3D7-1338900,"Pf3D7-13-v3:1,568,374..1,571,169(-)","serine/threonine protein kinase, putative"
PF3D7-1339900,"Pf3D7-13-v3:1,598,401..1,601,178(+)","ABC transporter B family member 5, putative"
PF3D7-1340000,"Pf3D7-13-v3:1,601,698..1,603,554(-)","secreted ookinete protein, putative"
PF3D7-1340100,"Pf3D7-13-v3:1,604,376..1,605,212(-)","exosome complex component RRP42, putative"
PF3D7-1340400,"Pf3D7-13-v3:1,610,715..1,611,989(-)","conserved Plasmodium protein, unknown function"
PF3D7-1341500,"Pf3D7-13-v3:1,639,617..1,641,143(+)","inner membrane complex suture component, putative"
PF3D7-1342100,"Pf3D7-13-v3:1,657,442..1,660,171(+)",aconitate hydratase
PF3D7-1342500,"Pf3D7-13-v3:1,669,694..1,670,956(-)",sporozoite protein essential for cell traversal
PF3D7-1342800,"Pf3D7-13-v3:1,679,693..1,681,444(+)",phosphoenolpyruvate carboxykinase
PF3D7-1342900,"Pf3D7-13-v3:1,682,393..1,693,969(-)","AP2 domain transcription factor, putative"
PF3D7-1343000,"Pf3D7-13-v3:1,696,894..1,698,113(+)",phosphoethanolamine N-methyltransferase
PF3D7-1343200,"Pf3D7-13-v3:1,704,570..1,706,123(+)","tRNA guanosine-2'-O-methyltransferase, putative"
PF3D7-1343400,"Pf3D7-13-v3:1,714,443..1,719,255(+)","DNA repair protein RAD5, putative"
PF3D7-1343600,"Pf3D7-13-v3:1,721,904..1,723,685(-)","UDP-N-acetylglucosamine pyrophosphorylase, putative"
PF3D7-1343700,"Pf3D7-13-v3:1,724,817..1,726,997(-)",kelch protein K13
PF3D7-1344500,"Pf3D7-13-v3:1,787,820..1,788,869(-)","U6 snRNA phosphodiesterase, putative"
PF3D7-1344600,"Pf3D7-13-v3:1,789,425..1,790,672(+)",lipoyl synthase
PF3D7-1344900,"Pf3D7-13-v3:1,801,271..1,805,737(+)","conserved Plasmodium protein, unknown function"
PF3D7-1345000,"Pf3D7-13-v3:1,807,159..1,809,617(+)","conserved Plasmodium protein, unknown function"
PF3D7-1345100,"Pf3D7-13-v3:1,809,736..1,810,521(-)",thioredoxin 2
PF3D7-1345300,"Pf3D7-13-v3:1,815,075..1,815,548(-)","conserved Plasmodium protein, unknown function"
PF3D7-1345700,"Pf3D7-13-v3:1,828,283..1,829,689(-)","isocitrate dehydrogenase [NADP], mitochondrial"
PF3D7-1345800,"Pf3D7-13-v3:1,831,842..1,834,991(+)","conserved Plasmodium protein, unknown function"
PF3D7-1346000,"Pf3D7-13-v3:1,837,752..1,840,105(-)","dynactin subunit 2, putative"
PF3D7-1346300,"Pf3D7-13-v3:1,849,528..1,850,517(+)",DNA/RNA-binding protein Alba 2
PF3D7-1346500,"Pf3D7-13-v3:1,871,922..1,873,709(+)","conserved Plasmodium protein, unknown function"
PF3D7-1346700,"Pf3D7-13-v3:1,876,016..1,877,362(-)",6-cysteine protein
PF3D7-1346800,"Pf3D7-13-v3:1,878,875..1,880,194(-)",6-cysteine protein
PF3D7-1347100,"Pf3D7-13-v3:1,886,344..1,888,476(+)","DNA topoisomerase 3, putative"
PF3D7-1347200,"Pf3D7-13-v3:1,889,853..1,891,121(-)",nucleoside transporter 1
PF3D7-1347500,"Pf3D7-13-v3:1,897,983..1,899,362(-)",DNA/RNA-binding protein Alba 4
PF3D7-1347600,"Pf3D7-13-v3:1,902,723..1,905,355(+)","conserved protein, unknown function"
PF3D7-1347700,"Pf3D7-13-v3:1,908,960..1,910,885(+)",ethanolamine-phosphate cytidylyltransferase
PF3D7-1348700,"Pf3D7-13-v3:1,955,254..1,958,358(-)","WD repeat-containing protein 16, putative"
PF3D7-1349000,"Pf3D7-13-v3:1,966,890..1,969,427(-)","conserved Plasmodium protein, unknown function"
PF3D7-1349100,"Pf3D7-13-v3:1,969,769..1,970,752(-)","nucleoside diphosphate hydrolase, putative"
PF3D7-1349300,"Pf3D7-13-v3:1,977,269..1,982,692(+)",tyrosine kinase-like protein
PF3D7-1350400,"Pf3D7-13-v3:2,012,799..2,014,919(+)","ubiquitin-activating enzyme E1, putative"
PF3D7-1350900,"Pf3D7-13-v3:2,027,073..2,028,638(-)","AP2 domain transcription factor AP2-O4, putative"
PF3D7-1351300,"Pf3D7-13-v3:2,048,381..2,049,656(-)","conserved Plasmodium membrane protein, unknown function"
PF3D7-1351600,"Pf3D7-13-v3:2,055,216..2,056,721(+)",glycerol kinase
PF3D7-1351700,"Pf3D7-13-v3:2,059,616..2,063,924(+)","inner membrane complex protein 1f, putative"
PF3D7-1352100,"Pf3D7-13-v3:2,076,078..2,079,227(-)","ABC transporter B family member 6, putative"
PF3D7-1352800,"Pf3D7-13-v3:2,110,352..2,113,356(+)","vacuolar fusion protein MON1, putative"
PF3D7-1353000,"Pf3D7-13-v3:2,118,361..2,120,913(-)","tryptophan-rich protein, pseudogene"
PF3D7-1353100,"Pf3D7-13-v3:2,124,272..2,125,270(-)","Plasmodium exported protein, unknown function"
PF3D7-1353200,"Pf3D7-13-v3:2,130,531..2,131,065(+)",membrane associated histidine-rich protein 2
PF3D7-1354200,"Pf3D7-13-v3:2,160,318..2,162,729(-)",phosphoinositide phosphatase SAC1
PF3D7-1354800,"Pf3D7-13-v3:2,180,958..2,182,799(-)",metacaspase-1
PF3D7-1355300,"Pf3D7-13-v3:2,195,449..2,196,978(+)","histone-lysine N-methyltransferase, putative"
PF3D7-1355500,"Pf3D7-13-v3:2,199,594..2,201,570(+)",serine/threonine protein phosphatase 5
PF3D7-1355600,"Pf3D7-13-v3:2,202,611..2,204,481(-)",PhIL1 interacting protein PIP1
PF3D7-1356000,"Pf3D7-13-v3:2,218,743..2,222,939(+)","conserved Plasmodium protein, unknown function"
PF3D7-1356100,"Pf3D7-13-v3:2,224,146..2,227,040(-)","conserved Plasmodium protein, unknown function"
PF3D7-1356500,"Pf3D7-13-v3:2,239,261..2,240,004(+)","conserved Plasmodium protein, unknown function"
PF3D7-1356800,"Pf3D7-13-v3:2,249,587..2,261,721(+)","serine/threonine protein kinase, putative"
PF3D7-1356900,"Pf3D7-13-v3:2,263,199..2,264,755(-)",protein kinase 5
PF3D7-1357000,"Pf3D7-13-v3:2,265,817..2,267,148(-)",elongation factor 1-alpha
PF3D7-1357100,"Pf3D7-13-v3:2,268,901..2,270,232(+)",elongation factor 1-alpha
PF3D7-1357500,"Pf3D7-13-v3:2,281,492..2,284,212(+)","DNA helicase, putative"
PF3D7-1357900,"Pf3D7-13-v3:2,295,637..2,297,156(+)","pyrroline-5-carboxylate reductase, putative"
PF3D7-1359200,"Pf3D7-13-v3:2,350,437..2,352,820(-)","high mobility group protein B4, putative"
PF3D7-1359300,"Pf3D7-13-v3:2,353,681..2,356,902(+)",exosome complex exonuclease RRP44
PF3D7-1359700,"Pf3D7-13-v3:2,381,165..2,392,261(+)","conserved Plasmodium protein, unknown function"
PF3D7-1360100,"Pf3D7-13-v3:2,405,249..2,406,217(-)","RNA-binding protein, putative"
PF3D7-1360500,"Pf3D7-13-v3:2,413,324..2,425,261(+)",guanylyl cyclase beta
PF3D7-1360800,"Pf3D7-13-v3:2,435,343..2,438,924(+)",falcilysin
PF3D7-1361100,"Pf3D7-13-v3:2,450,461..2,453,760(+)",protein transport protein Sec24A
PF3D7-1361300,"Pf3D7-13-v3:2,462,069..2,463,784(+)","conserved Plasmodium protein, unknown function"
PF3D7-1361400,"Pf3D7-13-v3:2,464,135..2,464,718(-)",actin-depolymerizing factor 2
PF3D7-1362100,"Pf3D7-13-v3:2,487,857..2,489,475(-)",14-3-3 protein
PF3D7-1362400,"Pf3D7-13-v3:2,495,924..2,502,070(+)",calpain
PF3D7-1362600,"Pf3D7-13-v3:2,506,148..2,507,214(+)","conserved protein, unknown function"
PF3D7-1362800,"Pf3D7-13-v3:2,518,487..2,525,493(+)","conserved Plasmodium protein, unknown function"
PF3D7-1362900,"Pf3D7-13-v3:2,526,360..2,531,483(+)","conserved Plasmodium protein, unknown function"
PF3D7-1363500,"Pf3D7-13-v3:2,547,764..2,550,477(+)","DNase I-like protein, putative"
PF3D7-1363800,"Pf3D7-13-v3:2,556,025..2,559,547(+)","nuclear fusion protein, putative"
PF3D7-1364100,"Pf3D7-13-v3:2,568,556..2,570,946(+)",6-cysteine protein
PF3D7-1364500,"Pf3D7-13-v3:2,596,389..2,597,822(+)","exosome complex component RRP45, putative"
PF3D7-1364900,"Pf3D7-13-v3:2,606,397..2,608,050(-)",ferrochelatase
PF3D7-1365500,"Pf3D7-13-v3:2,619,028..2,620,567(+)","aminomethyltransferase, mitochondrial, putative"
PF3D7-1365600,"Pf3D7-13-v3:2,621,261..2,624,000(+)","DNA topoisomerase 6 subunit B, putative"
PF3D7-1366400,"Pf3D7-13-v3:2,655,277..2,659,065(-)",rhoptry protein RHOP148
PF3D7-1366500,"Pf3D7-13-v3:2,661,573..2,662,022(+)",nucleoside diphosphate kinase
PF3D7-1367200,"Pf3D7-13-v3:2,683,581..2,684,967(+)","CLAMP domain-containing protein, putative"
PF3D7-1367300,"Pf3D7-13-v3:2,685,059..2,686,331(-)","conserved Plasmodium protein, unknown function"
PF3D7-1367400,"Pf3D7-13-v3:2,687,561..2,690,701(+)","conserved Plasmodium protein, unknown function"
PF3D7-1367500,"Pf3D7-13-v3:2,692,076..2,693,282(+)","NADH-cytochrome b5 reductase, putative"
PF3D7-1367800,"Pf3D7-13-v3:2,701,228..2,704,776(+)","secreted ookinete protein, putative"
PF3D7-1367900,"Pf3D7-13-v3:2,706,499..2,708,442(+)","conserved Plasmodium protein, unknown function"
PF3D7-1368400,"Pf3D7-13-v3:2,719,490..2,721,420(-)","ribosomal protein L1, putative"
PF3D7-1368800,"Pf3D7-13-v3:2,731,041..2,736,143(-)","DNA repair endonuclease XPF, putative"
PF3D7-1368900,"Pf3D7-13-v3:2,739,350..2,740,998(+)","conserved protein, unknown function"
PF3D7-1369000,"Pf3D7-13-v3:2,742,585..2,745,862(+)","glycosylphosphatidylinositol anchor attachment 1 protein, putative"
PF3D7-1369500,"Pf3D7-13-v3:2,769,916..2,773,480(+)","conserved protein, unknown function"
PF3D7-1370300,"Pf3D7-13-v3:2,787,972..2,788,913(+)",membrane associated histidine-rich protein 1
PF3D7-1372200,"Pf3D7-13-v3:2,840,727..2,841,703(-)",histidine-rich protein III
PF3D7-1372400,"Pf3D7-13-v3:2,850,891..2,853,482(+)",acyl-CoA synthetase
PF3D7-1372500,"Pf3D7-13-v3:2,854,544..2,855,568(-)","stevor, pseudogene"
PF3D7-1372600,"Pf3D7-13-v3:2,856,586..2,858,026(+)",rifin
PF3D7-1372700,"Pf3D7-13-v3:2,860,163..2,861,441(+)",rifin
PF3D7-1372800,"Pf3D7-13-v3:2,863,866..2,864,869(+)",stevor
PF3D7-1372900,"Pf3D7-13-v3:2,865,893..2,867,226(+)","erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene"
PF3D7-1373000,"Pf3D7-13-v3:2,868,923..2,870,165(+)",rifin
PF3D7-1373100,"Pf3D7-13-v3:2,871,860..2,873,088(-)",rifin
PF3D7-1373200,"Pf3D7-13-v3:2,875,991..2,876,203(+)","Plasmodium exported protein, unknown function, fragment"
PF3D7-1373300,"Pf3D7-13-v3:2,877,908..2,879,141(+)",rifin
PF3D7-1373400,"Pf3D7-13-v3:2,881,591..2,882,956(+)",rifin
PF3D7-1373500,"Pf3D7-13-v3:2,884,786..2,892,340(-)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-1400100,"Pf3D7-14-v3:1,393..5,343(+)","erythrocyte membrane protein 1 (PfEMP1), pseudogene"
PF3D7-1400200,"Pf3D7-14-v3:7,208..8,538(-)",rifin
PF3D7-1400300,"Pf3D7-14-v3:10,974..12,117(-)",rifin
PF3D7-1400400,"Pf3D7-14-v3:14,126..15,363(-)",rifin
PF3D7-1400500,"Pf3D7-14-v3:17,469..18,808(-)",rifin
PF3D7-1400600,"Pf3D7-14-v3:20,897..22,232(-)",rifin
PF3D7-1400700,"Pf3D7-14-v3:24,337..25,320(-)",stevor
PF3D7-1400800,"Pf3D7-14-v3:27,321..28,428(-)",rifin
PF3D7-1401300,"Pf3D7-14-v3:48,912..50,415(-)",epoxide hydrolase 2
PF3D7-1401600,"Pf3D7-14-v3:61,364..62,988(-)","Plasmodium exported protein (PHISTb), unknown function"
PF3D7-1401800,"Pf3D7-14-v3:71,368..72,690(+)",choline kinase
PF3D7-1401900,"Pf3D7-14-v3:74,188..76,793(-)","conserved protein, unknown function"
PF3D7-1402100,"Pf3D7-14-v3:81,121..83,760(+)","pseudouridine synthase, putative"
PF3D7-1402300,"Pf3D7-14-v3:85,883..87,883(-)",26S proteasome regulatory subunit RPN6
PF3D7-1402700,"Pf3D7-14-v3:94,980..98,404(-)","U2 snRNP-associated SURP motif-containing protein, putative"
